group,name,rating,process,ingredient
bread.quick-bread.muffins,easy morning glory muffins,5,prep minscook minstotal minsservings yield dozen,cups allpurpose flour u¼ cups white sugar teaspoons baking soda teaspoons ground cinnamon ¼ teaspoon salt cups shredded carrots ½ cup raisins ½ cup chopped walnuts ½ cup unsweetened flaked coconut apple peeled cored and shredded eggs cup vegetable oil teaspoons vanilla extract
bread.quick-bread.muffins,raspberrycinnamon muffins,5,prep minscook minstotal minsservings yield dozen,cup packed light brown sugar cup applesauce large egg u½ cups allpurpose flour u½ teaspoons baking soda teaspoon ground cinnamon ½ teaspoon salt u½ cups frozen raspberries
bread.quick-bread.muffins,easy apple cinnamon muffins,0,prep minscook minstotal minsservings yield large muffins,u½ cups allpurpose flour ¾ cup white sugar ½ teaspoon salt teaspoons baking powder teaspoon ground cinnamon u cup vegetable oil egg u cup milk apples peeled cored and chopped ½ cup white sugar u cup allpurpose flour ½ cup butter cubed u½ teaspoons ground cinnamon
bread.quick-bread.muffins,french breakfast puffs,0,prep minscook minstotal minsservings yield dozen,u½ cups allpurpose flour u½ teaspoons baking powder ½ teaspoon salt ¼ teaspoon nutmeg ½ cup white sugar u cup shortening egg ½ cup milk ½ cup white sugar teaspoon ground cinnamon tablespoons margarine melted
bread.quick-bread.muffins,apple strudel muffins,0,prep minscook minsadditional minstotal hrservings yield muffins,cups allpurpose flour teaspoon baking powder ½ teaspoon baking soda ½ teaspoon salt ½ cup butter cup white sugar eggs u¼ teaspoons vanilla u½ cups chopped apples u cup packed brown sugar tablespoon allpurpose flour ub teaspoon ground cinnamon tablespoon butter
bread.quick-bread.muffins,best yet banana mini muffins,0,prep minscook minstotal minsservings yield mini muffins,cooking spray u½ cups allpurpose flour teaspoon baking powder teaspoon baking soda bananas mashed ¾ cup white sugar u cup melted butter egg beaten
bread.quick-bread.muffins,chocolate chip mini muffins,4.5,prep minscook minsadditional minstotal minsservings yield dozen mini muffins,cooking spray cups allpurpose flour ½ cup white sugar tablespoons brown sugar tablespoon baking powder ½ teaspoon salt egg u¼ cups milk u cup vegetable oil teaspoons vanilla extract ¾ cup mini chocolate chips
bread.quick-bread.muffins,blueberry cream muffins,0,prep minscook minstotal minsservings yield dozen,eggs cups white sugar cup vegetable oil teaspoon vanilla extract cups allpurpose flour teaspoon salt teaspoon baking soda cups sour cream cups blueberries
bread.quick-bread.muffins,apple cinnamon oatmeal muffins,0,prep minscook minstotal minsservings yield muffins,¼ cup quickcooking oats tablespoon brown sugar tablespoon melted butter ¼ teaspoon ground cinnamon u½ cups quickcooking oats u¼ cups allpurpose flour tablespoons allpurpose flour ½ cup brown sugar u½ teaspoons ground cinnamon teaspoon baking powder ½ teaspoon baking soda ½ teaspoon salt ½ cup unsweetened applesauce ½ cup milk ¼ cup vegetable oil egg lightly beaten teaspoon vanilla extract apple peeled cored and chopped
bread.quick-bread.muffins,oat bran muffins,0,servings yield dozen,½ cup dark brown sugar u½ cups oat bran u½ cups allpurpose flour teaspoons baking powder teaspoons baking soda ½ teaspoon salt eggs cup chilled applesauce tablespoons vegetable oil
bread.quick-bread.pumpkin-bread,downeast maine pumpkin bread,5,prep minscook minstotal hr minsservings yield loaves,ounce can pumpkin puree eggs cup vegetable oil u cup water cups white sugar u½ cups allpurpose flour teaspoons baking soda u½ teaspoons salt teaspoon ground cinnamon teaspoon ground nutmeg ½ teaspoon ground cloves ¼ teaspoon ground ginger
bread.quick-bread.pumpkin-bread,starbucks® pumpkin bread,0,prep minscook hr minsadditional minstotal hr minsservings yield loaf,u½ cups allpurpose flour teaspoon baking soda teaspoon ground nutmeg teaspoon ground cinnamon teaspoon ground cloves ½ teaspoon baking powder ½ teaspoon salt eggs cup white sugar ¼ cup light brown sugar ½ teaspoon vanilla extract ¾ cup canned pumpkin ¾ cup vegetable oil
bread.quick-bread.pumpkin-bread,pumpkin cream cheese muffins,4.5,servings yield muffins,ounce package cream cheese egg teaspoon vanilla extract tablespoons brown sugar u½ tablespoons allpurpose flour tablespoons white sugar ¾ teaspoon ground cinnamon tablespoons butter tablespoons chopped pecans u½ cups allpurpose flour cups white sugar teaspoons baking powder teaspoons ground cinnamon ½ teaspoon salt eggs uu cups canned pumpkin u cup olive oil teaspoons vanilla extract
bread.quick-bread.pumpkin-bread,whole wheat pumpkin bread,0,prep minscook minsadditional minstotal hr minsservings yield xinch loaf,½ cup raisins cup whole wheat flour u cup allpurpose flour teaspoon ground cinnamon teaspoon baking soda ½ teaspoon baking powder ½ teaspoon salt ½ teaspoon ground cloves ½ teaspoon ground nutmeg cup pumpkin puree cup white sugar eggs ¼ cup canola oil cup coarsely chopped walnuts
bread.quick-bread.pumpkin-bread,orange pumpkin loaf,4.5,prep minscook hradditional minstotal hr minsservings yield xinch loaf,large orange u cup butter softened uu cups white sugar eggs cup canned pumpkin u cup water cups allpurpose flour teaspoon baking soda ½ teaspoon baking powder ¾ teaspoon salt ½ teaspoon ground cinnamon ½ teaspoon ground cloves ½ cup chopped walnuts ½ cup chopped raisins
bread.quick-bread.pumpkin-bread,chocolate chip and pumpkin bread,4.5,prep minscook hradditional minstotal hr minsservings yield servings,cooking spray ounce can pumpkin puree cup white sugar cup brown sugar eggs beaten u cup vegetable oil teaspoons vanilla extract teaspoons pumpkin pie spice cups selfrising flour ounce package semisweet chocolate chips
bread.quick-bread.pumpkin-bread,super moist pumpkin bread,4.5,servings yield x inch loaves,u½ cups allpurpose flour cups packed dark brown sugar u cup white sugar cups pumpkin puree cup vegetable oil u cup coconut milk teaspoons baking soda teaspoon salt teaspoon ground nutmeg u½ teaspoons ground cinnamon u cup flaked coconut cup toasted walnuts chopped
bread.quick-bread.pumpkin-bread,pumpkin donuts,4,prep minscook minstotal minsservings yield doughnuts,cups allpurpose flour ½ cup brown sugar teaspoons pumpkin pie spice u½ teaspoons baking powder ½ teaspoon salt ¼ teaspoon baking soda ¾ cup pumpkin puree eggs ¼ cup milk ¼ cup butter softened cup confectioners sugar sifted ¼ teaspoon vanilla extract ½ teaspoon pumpkin pie spice teaspoons milk or as needed
bread.quick-bread.pumpkin-bread,applesauce pumpkin spice bread,0,prep minscook hradditional minstotal hr minsservings yield loaves,cooking spray u½ cups unbleached allpurpose flour tablespoons ground cinnamon u½ tablespoons ground nutmeg teaspoons ground cloves teaspoon ground ginger teaspoon baking soda teaspoon salt ½ teaspoon baking powder cups dark brown sugar cup white sugar cup unsweetened applesauce eggs lightly beaten ounce can solidpack pumpkin ½ cup water
bread.quick-bread.pumpkin-bread,toasted pecan butter,4.5,prep minscook minsadditional minstotal minsservings yield servings,½ cup chopped pecans ¼ cup light brown sugar cup butter at room temperature teaspoon vanilla extract
bread.quick-bread.pumpkin-bread,pumpkincream cheese mini loaves,0,prep minscook minsadditional minstotal minsservings yield mini loaves,cups canned pumpkin eggs u½ cups allpurpose flour ¾ cup brown sugar ½ cup white sugar teaspoons pumpkin pie spice teaspoon baking soda ounce package cream cheese softened to room temperature tablespoons white sugar egg teaspoons allpurpose flour
bread.quick-bread.pumpkin-bread,pumpkin biscuits,0,prep minscook minstotal minsservings yield biscuits,u½ cups allpurpose flour tablespoons packed brown sugar tablespoon baking powder ½ teaspoon salt ¼ teaspoon ground nutmeg ¼ teaspoon ground cinnamon ¼ teaspoon ground ginger ½ cup butter sliced cups pumpkin puree
bread.quick-bread.pumpkin-bread,banana nut bread baked in a jar,5,prep minscook minsadditional minstotal hr minsservings yield pint jars,u cup shortening uu cups white sugar eggs cups mashed bananas u cup water uu cups allpurpose flour ½ teaspoon baking powder teaspoons baking soda u½ teaspoons salt teaspoon ground cinnamon teaspoon ground cloves u cup chopped pecans
bread.quick-bread.pumpkin-bread,pumpkin pie muffins,0,prep minscook minstotal minsservings yield dozen muffins,u½ cups whole wheat flour u½ cups allpurpose flour teaspoons pumpkin pie spice teaspoons baking soda u½ teaspoons salt ounce can pumpkin pie filling such as libbys® cups white sugar or more to taste ½ cup vegetable oil ½ cup water large eggs
bread.quick-bread.pumpkin-bread,pumpkin muffins with streusel topping,0,prep minscook minstotal minsservings yield dozen muffins,u½ cups allpurpose flour ½ cup rolled oats teaspoons pumpkin pie spice teaspoons baking soda teaspoon baking powder teaspoon salt u½ cups pumpkin puree cup brown sugar cup white sugar u cup vegetable oil ½ cup applesauce eggs teaspoon vanilla extract ¼ cup raisins optional ¼ cup packed brown sugar tablespoons butter softened tablespoons rolled oats tablespoons allpurpose flour
bread.quick-bread.pumpkin-bread,chocolate chip pumpkin bread,4.5,prep minscook hrtotal hr minsservings yield xinch loaves,cups white sugar ounce can pumpkin puree cup vegetable oil u cup water large eggs eggs u½ cups allpurpose flour tablespoon ground cinnamon or to taste tablespoon ground nutmeg or to taste teaspoons baking soda u½ teaspoons salt cup miniature semisweet chocolate chips ½ cup chopped walnuts
bread.quick-bread.pumpkin-bread,pumpkin pie bread,4.5,prep minscook hrtotal hr minsservings yield x inch loaves,u½ cups allpurpose flour teaspoons baking soda teaspoon baking powder teaspoons pumpkin pie spice teaspoon salt cups white sugar cup vegetable oil eggs ounce can pumpkin puree ½ cup water
bread.quick-bread.pumpkin-bread,the best pumpkin bread,4.5,prep minscook minstotal hr minsservings yield xinch loaves,ounce can pumpkin puree cups white sugar cup vegetable oil u cup water eggs teaspoon vanilla extract u½ cups allpurpose flour teaspoons baking soda sifted tablespoon ground cinnamon u½ teaspoons salt teaspoon ground nutmeg ¼ teaspoon ground ginger
bread.quick-bread.pumpkin-bread,pumpkin bread,0,prep minscook hr minstotal hrsservings yield loaves,u½ cups allpurpose flour teaspoons baking soda teaspoons salt teaspoon baking powder teaspoon ground nutmeg teaspoon ground allspice teaspoon ground cinnamon ½ teaspoon ground cloves cups white sugar cup canola oil eggs beaten cups solid pack pumpkin puree u cup water
bread.quick-bread.pumpkin-bread,chef johns pumpkin cinnamon rolls,0,prep minscook minsadditional hrs minstotal hrs minsservings yield cinnamon rolls,¾ cup packed brown sugar ¼ cup white sugar tablespoons ground cinnamon ounce package active dry yeast ½ teaspoon white sugar ¼ cup warm water to degrees f to degrees c ½ cup pumpkin puree ¼ cup heavy cream ¼ cup white sugar ¼ cup butter melted teaspoon salt ½ teaspoon vanilla extract optional ½ teaspoon ground ginger ¼ teaspoon ground allspice cups allpurpose flour egg u¼ cups allpurpose flour or as needed teaspoon vegetable oil tablespoons butter melted ¼ cup cream cheese softened cup confectioners sugar ¼ cup milk or as needed ¼ teaspoon vanilla extract optional ¼ cup toasted pumpkin seeds to garnish
bread.quick-bread.pumpkin-bread,easy pumpkin chocolate chip bread,5,prep minscook hrtotal hr minsservings yield servings,uu cups allpurpose flour cup white sugar tablespoon ground cinnamon teaspoon baking soda ¼ teaspoon baking powder ¼ teaspoon salt pinch ground nutmeg cup pumpkin puree ½ cup butter melted eggs cup chocolate chips
bread.quick-bread.pumpkin-bread,whole wheat pumpkinapplesauce muffins,4.5,prep minscook minsadditional minstotal minsservings yield dozen muffins,cups whole wheat flour teaspoon baking powder ¼ teaspoon baking soda teaspoon salt teaspoons pumpkin pie spice u cup brown sugar firmly packed u cup white sugar ¼ cup canola oil ½ cup applesauce ½ cup canned pumpkin u cup buttermilk eggs slightly beaten ¼ cup golden raisins optional ¼ cup chopped pecans optional
bread.quick-bread.pumpkin-bread,pumpkin wheat honey muffins,0,prep minscook minstotal minsservings yield dozen muffins,½ cup raisins u½ cups whole wheat flour ½ cup packed brown sugar teaspoon pumpkin pie spice ¾ teaspoon baking powder ½ teaspoon baking soda ½ teaspoon salt eggs ¾ cup canned pumpkin puree ½ cup vegetable oil ½ cup honey ½ cup chopped walnuts
bread.quick-bread.pumpkin-bread,perfect pumpkin muffins,0,prep minscook minstotal minsservings yield muffins,cooking spray ounce can pumpkin puree ¾ cup melted butter ¾ cup brown sugar ¼ cup water eggs teaspoon vanilla extract u¾ cups allpurpose flour ½ cup white sugar teaspoons pumpkin pie spice teaspoon salt teaspoon baking soda teaspoon ground cinnamon ¼ teaspoon baking powder
bread.quick-bread.pumpkin-bread,pumpkin muffins ii,0,prep minscook minstotal minsservings yield dozen,small sugar pumpkin seeded cups allpurpose flour cups white sugar teaspoons baking soda ½ teaspoon baking powder teaspoons ground cloves teaspoons ground cinnamon teaspoons ground nutmeg teaspoon ground allspice teaspoon salt u cup vegetable oil eggs
bread.quick-bread.pumpkin-bread,october oatmeal pumpkin muffins,4.5,prep minscook minsadditional minstotal minsservings yield large muffins,nostick cooking spray ½ cup allpurpose flour ½ cup whole wheat flour ½ cup white sugar teaspoon salt teaspoon pumpkin pie spice ¾ teaspoon baking powder ½ teaspoon baking soda ½ teaspoon ground cinnamon ½ teaspoon ground nutmeg u¼ cups pumpkin puree ½ cup milk eggs beaten ¼ cup maple syrup ¾ cup quickcooking rolled oats
